Sr. no,Product Photo,Group Category,Product Category,Product Sub-Category,Manufacturer Part No,Short Description ,Manufacturer Name,Available packaging,Stock Status,Lead Time,Quantity Available,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link
302,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08M36-09-1-03N,08M36-09-1-03N,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,130.21,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
303,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08M36-09-1-04N,08M36-09-1-04N,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,130.58,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
304,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08M36-12-1-10N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
305,https://static.wixstatic.com/media/7db2d6_785c5900a701401fa8868261fea4f4c6~mv2.jpg,Electromechanical Components,Rotary,Rotary,08ML36-02-2-02N,"08ML36-02-2-02N,KEY",Grayhill,Bulk,Lead Time,18 weeks,0,1,40,107.25,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
306,https://static.wixstatic.com/media/7db2d6_785c5900a701401fa8868261fea4f4c6~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MP36-01-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08MP-Datasheet
307,https://static.wixstatic.com/media/7db2d6_785c5900a701401fa8868261fea4f4c6~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MP36-02-1-09N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08MP-Datasheet
308,https://static.wixstatic.com/media/7db2d6_785c5900a701401fa8868261fea4f4c6~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MP36-03-1-05S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08MP-Datasheet
309,https://static.wixstatic.com/media/7db2d6_785c5900a701401fa8868261fea4f4c6~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MP36-04-1-10N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08MP-Datasheet
310,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MP36-08-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08MP-Datasheet
311,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-01-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
312,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-01-1-06N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
313,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-01-1-07N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
314,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-01-1-10S,08MS36-01-1-10S-C,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,58.1,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
315,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-01-2-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
316,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-01-2-05N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
317,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-02-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
318,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-02-1-06N,08MS36-02-1-06N,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,67.02,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
319,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-02-1-08N,08MS36-02-1-08N,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,67.08,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
320,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-02-1-10N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
321,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-02-2-02N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
322,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-02-2-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
323,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-02-2-03S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
324,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-02-2-05N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
325,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-02B10N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
326,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-03-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
327,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-03-1-05N,08MS36-03-1-05N,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,76.19,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
328,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-03-1-10S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
329,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-04-1-04N,08MS36-04-1-04N,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,84.68,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
330,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-04-1-09S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
331,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-05-1-08N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
332,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-05-2-05N,08MS36-05-2-05N,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,104.54,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
333,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-06-1-04N,08MS36-06-1-04N,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,137.87,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
334,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-06-1-07N,08MS36-06-1-07N,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,144.19,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
335,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-08-1-08N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
336,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-08-1-09N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
337,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-08-1-10N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
338,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-09-1-08N,08MS36-09-1-08N,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,158.31,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
339,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MS36-10-1-09N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
340,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MSP36-01B04N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
341,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MSP36-02B04N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
342,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MSP36-03B05N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
343,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MSP36-05B03N,08MSP36-05-1-03N,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,109.55,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
344,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MSP36-05B04N,08MSP36-05-1-04N,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,101.08,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
345,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MSP36-05B05N,08MSP36-05-1-05N,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,102.33,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
346,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MSP36-08B08N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
347,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08MSP36-10B03N,08MSP36-10-1-03N,Grayhill,Bulk,Lead Time,18 weeks,0,1,24,168.08,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
348,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-01-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,24,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
349,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-01-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,40,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
350,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-01-1-03S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,20,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
351,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-01-1-04N,08P36-01-1-04N,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,38.19,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
352,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-01-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
353,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-01-1-05S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
354,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-01-1-06N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
355,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-01-2-02N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
356,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-01-2-05N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
357,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-02-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
358,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-02-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
359,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-02-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
360,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-02-1-04S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
361,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-02-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
362,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-02-1-05S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
363,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-02-1-07N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
364,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-02-2-04N,08P36-02-2-04N,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,56.33,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
365,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-03-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
366,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-03-1-04N,08P36-03-1-04N,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,57.74,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
367,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-03-1-05N,08P36-03-1-05N,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,59.19,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
368,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-03-1-05S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,24,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
369,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-03-1-07S,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
370,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-03-1-08N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
371,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-04-1-02N,08P36-04-1-02N,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,63.72,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
372,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-04-1-03N,08P36-04-1-03N,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,65.64,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
373,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-04-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
374,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-04-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
375,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-04-1-10N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
376,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-04-2-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
377,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-04-2-05N,08P36-04-2-05N,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,88.1,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
378,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-05-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
379,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-05-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
380,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-05-1-04N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
381,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-05-1-05N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
382,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-05-2-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
383,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-06-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
384,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-06-1-03N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
385,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-06-2-03S,08P36-06-2-03S,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,97.06,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
386,https://static.wixstatic.com/media/7db2d6_d3fecd36273c48eb8972870609df9f9e~mv2.jpg,Electromechanical Components,Rotary,Rotary,08P36-07-1-02N,,Grayhill,Bulk,Lead Time,18 weeks,0,1,1,0,0,Yes,EAR 99,,https://www.grayhill.com/documents/08-Datasheet
