Product_photo,Group Category,product_category,product_Subcategory,Manufacturer,Packaging,Stock Status,RoHS,ECCN,Manufacturer Part No.,Lead time,HSCode,Description,Price,Technical Specification,Datasheets,Quantity Available,Qty Multiple,Qty Min,COO,Series
//media.digikey.com/Photos/Hirose%20Elect%20Photos/DF52-6S-0.8H(21).JPG,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Headers, Receptacles, Female Sockets","HIROSE ELECTRIC CO., LTD.",Tape & Reel,Lead time ,Yes,EAR99,DF52-6S-0.8H(21),16 weeks,85367000,CONN SOCKET 6P 0.031 TIN SMD R/A,,"{’Connector Type’: ’Socket’, ’Contact Type’: ’Socket’, ’Style’: ’Socket’, ’Number of Positions’: ’Socket’, ’Number of Positions Loaded’: ’Socket’, ’Pitch - Mating’: ’Socket’, ’Number of Rows’: ’Socket’, ’Row Spacing - Mating’: ’Socket’, ’Mounting Typ",https://www.hirose.com/product/document?clcode=&productname=&series=DF52&documenttype=Catalog&lang=en&documentid=D51171_en,,"5,000","5,000",,DF52 Series Wire to Board Connector
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF13C-2P-1.25V(20).JPG,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Headers, Male Pins","HIROSE ELECTRIC CO., LTD.",Tape & Reel,Lead time ,Yes,EAR99,DF13C-2P-1.25V(21),16 weeks,85367000,CONN HEADER SMD 2POS 1.25MM,,"{’Connector Type’: ’Header’, ’Contact Type’: ’Header’, ’Pitch - Mating’: ’Header’, ’Number of Positions’: ’Header’, ’Number of Rows’: ’Header’, ’Row Spacing - Mating’: ’Header’, ’Number of Positions Loaded’: ’Header’, ’Style’: ’Header’, ’Shrouding’: ",https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,"1,000","1,000",,DF13 Series
,Interconnect,"Connectors, Interconnects",Terminals - Wire to Board Connectors,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MDF12-1822PC,,85367000,CRIMP CONTACT,,"{’Terminal Type’: ’Through Board, Locking’, ’Hole Diameter’: ’Through Board, Locking’, ’Insulation Diameter’: ’Through Board, Locking’, ’Length - Overall’: ’Through Board, Locking’, ’Wire Gauge’: ’Through Board, Locking’, ’Contact Material’: ’Through",,,100,100,,
,Interconnect,"Connectors, Interconnects",Terminals - Wire to Board Connectors,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MDF12A-1416PC,,85367000,CRIMP CONTACT,,"{’Terminal Type’: ’Through Board, Locking’, ’Hole Diameter’: ’Through Board, Locking’, ’Insulation Diameter’: ’Through Board, Locking’, ’Wire Gauge’: ’Through Board, Locking’, ’Contact Material’: ’Through Board, Locking’, ’Contact Finish’: ’Through B",,,100,100,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/MQ172-3SA-CV(50).jpg,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Free Hanging, Panel Mount","HIROSE ELECTRIC CO., LTD.",Tray,Lead time ,Yes,EAR99,MQ172-3SA-CV(30),16 weeks,85367000,CONN PLUG 3POS SOLDER GOLD,,"{’Connector Type’: ’Plug’, ’Contact Type’: ’Plug’, ’Number of Positions’: ’Plug’, ’Pitch’: ’Plug’, ’Number of Rows’: ’Plug’, ’Row Spacing’: ’Plug’, ’Mounting Type’: ’Plug’, ’Fastening Type’: ’Plug’, ’Cable Termination’: ’Plug’, ’Wire Type’: ’Plug’, ’",,,50,50,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_QR%5EP18-Px.jpg,Interconnect,"Connectors, Interconnects",Backplane Connectors - Accessories,"HIROSE ELECTRIC CO., LTD.",Tray,Lead time ,Yes,EAR99,QR/P18-PC,16 weeks,85367000,CONN PLUG HOUSING 1.5MM 24POS,,"{’Accessory Type’: ’Connector Holder’, ’For Use With/Related Products’: ’Connector Holder’, ’Specifications’: ’Connector Holder’, ’RoHS Status’: ’Connector Holder’, ’Moisture Sensitivity Level (MSL)’: ’Connector Holder’, ’Standard Package’: ’Connecto",https://www.hirose.com/product/document?clcode=&productname=&series=QR%2fP18&documenttype=Catalog&lang=en&documentid=D49437_en,,40,40,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF3-2428SCF.JPG,Interconnect,"Connectors, Interconnects",Rectangular Connectors - Contacts,"HIROSE ELECTRIC CO., LTD.",Tape & Reel,Lead time ,Yes,EAR99,DF3-2428SCF,16 weeks,85367000,CONN SOCKET 24-28AWG CRIMP TIN,,"{’Type’: ’Stamped’, ’Pin or Socket’: ’Stamped’, ’Contact Termination’: ’Stamped’, ’Wire Gauge’: ’Stamped’, ’Contact Finish’: ’Stamped’, ’Contact Finish Thickness’: ’Stamped’, ’RoHS Status’: ’Stamped’, ’Moisture Sensitivity Level (MSL)’: ’Stamped’, ’S",,,"10,000","10,000",,DF3 Series
,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Board Spacers, Stackers (Board to Board)","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MDF7B-18P-2.54DSA(13),,85367000,CONN HDR 18POS 0.1 STACK T/H,,"{’Number of Positions’: ’18’, ’Pitch’: ’18’, ’Number of Rows’: ’18’, ’Row Spacing’: ’18’, ’Length - Overall Pin’: ’18’, ’Length - Post (Mating)’: ’18’, ’Length - Stack Height’: ’18’, ’Length - Tail’: ’18’, ’Mounting Type’: ’18’, ’Termination’: ’18’, ",https://www.hirose.com/product/document?clcode=&productname=&series=MDF7&documenttype=Catalog&lang=en&documentid=D49417_en,,100,100,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF11-4DEP-2A.jpg,Interconnect,"Connectors, Interconnects",Rectangular Connectors - Adapters,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,DF11-4DEP-2A,16 weeks,85367000,CONN ADAPT PLUG/PLUG 4POS 2MM,,"{’Convert From (Adapter End)’: ’Plug, Male Pins’, ’Convert To (Adapter End)’: ’Plug, Male Pins’, ’Number of Positions’: ’Plug, Male Pins’, ’Pitch’: ’Plug, Male Pins’, ’Number of Rows’: ’Plug, Male Pins’, ’Row Spacing’: ’Plug, Male Pins’, ’Mounting Ty",https://www.hirose.com/product/document?clcode=CL0543-0544-8-52&productname=DF11-26DP-2DS(52)&series=DF11&documenttype=Catalog&lang=en&documentid=D31688_en,,100,100,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF3-4S-2C.jpg,Interconnect,"Connectors, Interconnects",Rectangular Connectors - Housings,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,DF3-4S-2C,16 weeks,85367000,CONN RECEPT HOUSING 4POS 2MM,,"{’Connector Type’: ’Receptacle’, ’Contact Type’: ’Receptacle’, ’Number of Positions’: ’Receptacle’, ’Pitch’: ’Receptacle’, ’Number of Rows’: ’Receptacle’, ’Row Spacing’: ’Receptacle’, ’Mounting Type’: ’Receptacle’, ’Contact Termination’: ’Receptacle’",,,100,100,,DF3 Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/ZX40-SLDB(3.3).jpg,Interconnect,"Connectors, Interconnects","USB, DVI, HDMI Connectors - Accessories","HIROSE ELECTRIC CO., LTD.",,Lead time ,Yes,EAR99,ZX40-SLDB(3.3),16 weeks,85367000,CONN SHD PLATE BTTM FOR MICR USB,,"{’Accessory Type’: ’Shielding Plate, Bottom’, ’For Use With/Related Products’: ’Shielding Plate, Bottom’, ’RoHS Status’: ’Shielding Plate, Bottom’, ’Moisture Sensitivity Level (MSL)’: ’Shielding Plate, Bottom’, ’Standard Package’: ’Shielding Plate, B",https://www.hirose.com/product/document?clcode=CL0242-0056-3-30&productname=ZX62D-B-5PA8(30)&series=ZX&documenttype=Catalog&lang=en&documentid=D31704_en,,1,1,,ZX Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF1B-2S-2.5R.jpg,Interconnect,"Connectors, Interconnects",Rectangular Connectors - Housings,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,DF1B-2S-2.5R,16 weeks,85367000,CONN RECEPT HOUSING 2POS 2.5MM,,"{’Connector Type’: ’Receptacle’, ’Contact Type’: ’Receptacle’, ’Number of Positions’: ’Receptacle’, ’Pitch’: ’Receptacle’, ’Number of Rows’: ’Receptacle’, ’Row Spacing’: ’Receptacle’, ’Mounting Type’: ’Receptacle’, ’Contact Termination’: ’Receptacle’",,,100,100,,DF1B and DF1E Series
//media.digikey.com/Photos/Hirose%20Elect%20Photos/DF59S-1S-V(24).JPG,Interconnect,"Connectors, Interconnects",Solid State Lighting Connectors - Contacts,"HIROSE ELECTRIC CO., LTD.",,Lead time ,Yes,EAR99,DF59S-1S-V(24),16 weeks,85367000,CONN SSL SOCKET CONTACT SOLDER,,"{’Style’: ’Board to Board’, ’Connector Type’: ’Board to Board’, ’Number of Positions’: ’Board to Board’, ’Mounting Type’: ’Board to Board’, ’Termination’: ’Board to Board’, ’Pitch’: ’Board to Board’, ’Wire Gauge’: ’Board to Board’, ’Features’: ’Board",https://www.hirose.com/product/document?clcode=CL0667-0028-7-21&productname=DF59SN-1P-FC(21)&series=DF59S__DF59SN&documenttype=Catalog&lang=en&documentid=D31625_en,,1,1,,DF59S/DF59SN Series Connectors
//media.digikey.com/Photos/Hirose%20Elect%20Photos/DF59M-1S-H(21).jpg,Interconnect,"Connectors, Interconnects",Solid State Lighting Connectors,"HIROSE ELECTRIC CO., LTD.",,Lead time ,Yes,EAR99,DF59M-1S-H(21),,85367000,CONN SSL RCPT 1POS SOLDER,,"{’Style’: ’Board to Cable/Wire’, ’Connector Type’: ’Board to Cable/Wire’, ’Number of Positions’: ’Board to Cable/Wire’, ’Mounting Type’: ’Board to Cable/Wire’, ’Termination’: ’Board to Cable/Wire’, ’Pitch’: ’Board to Cable/Wire’, ’Fastening Type’: ’B",https://www.hirose.com/product/document?clcode=CL0667-0028-7-21&productname=DF59SN-1P-FC(21)&series=DF59S__DF59SN&documenttype=Catalog&lang=en&documentid=D31625_en,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/UX60SC-MB-5S8.JPG,Interconnect,"Connectors, Interconnects","USB, DVI, HDMI Connectors","HIROSE ELECTRIC CO., LTD.",Tape & Reel,Lead time ,Yes,EAR99,UX60SC-MB-5S8,16 weeks,85367000,CONN RCPT USB2.0 MINI B SMD R/A,,"{’Connector Type’: ’USB - mini B’, ’Number of Contacts’: ’USB - mini B’, ’Gender’: ’USB - mini B’, ’Specifications’: ’USB - mini B’, ’Mounting Type’: ’USB - mini B’, ’Mounting Feature’: ’USB - mini B’, ’Termination’: ’USB - mini B’, ’Features’: ’USB ",,,"1,000","1,000",,
,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Board In, Direct Wire to Board","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,HIF2C-40DT-1.27R,,85367000,CONN IDC 40POS 28AWG VERT,,"{’Connector Type’: ’Quantity’, ’Number of Positions’: ’Quantity’, ’Cable Pitch’: ’Quantity’, ’Board-Side Pitch’: ’Quantity’, ’Number of Rows’: ’Quantity’, ’Row Spacing’: ’Quantity’, ’Mounting Type’: ’Quantity’, ’Cable Termination’: ’Quantity’, ’Wire ",,,120,120,,
,Interconnect,"Connectors, Interconnects",Rectangular Connectors - Spring Loaded,"HIROSE ELECTRIC CO., LTD.",Tape & Reel,Lead time ,ROHS3 Compliant,EAR99,MQ153-JR-2R(61),16 weeks,85367000,CONN R/A SMT,,"{’RoHS Status’: ’ROHS3 Compliant’, ’Moisture Sensitivity Level (MSL)’: ’ROHS3 Compliant’, ’Standard Package’: ’ROHS3 Compliant’, ’Other Names’: ’ROHS3 Compliant’}",,,500,500,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/HT304%5EGT8E-2022S.JPG,Interconnect,Tools,"Crimpers, Applicators, Presses","HIROSE ELECTRIC CO., LTD.",Box,Lead time ,No,EAR99,HT304/GT8E-2022S,16 weeks,82032000,TOOL HAND CRIMPER 20-22AWG,,"{’Tool Method’: ’Manual’, ’Tool Type’: ’Manual’, ’For Use With/Related Products’: ’Manual’, ’Wire Gauge or Range - AWG’: ’Manual’, ’Ratcheting’: ’Manual’, ’Wire Entry Location’: ’Manual’, ’Features’: ’Manual’, ’RoHS Status’: ’Manual’, ’Moisture Sensi",https://www.hirose.com/product/document?clcode=&productname=&series=GT8E&documenttype=Catalog&lang=en&documentid=D49379_en,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/DF23C-10DS-0.5V(51).jpg,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Arrays, Edge Type, Mezzanine (Board to Board)","HIROSE ELECTRIC CO., LTD.",Tape & Reel,Lead time ,Yes,EAR99,DF23C-10DS-0.5V(51),16 weeks,85367000,CONN RCPT 10POS SMD GOLD,,"{’Connector Type’: ’Receptacle, Center Strip Contacts’, ’Number of Positions’: ’Receptacle, Center Strip Contacts’, ’Pitch’: ’Receptacle, Center Strip Contacts’, ’Number of Rows’: ’Receptacle, Center Strip Contacts’, ’Mounting Type’: ’Receptacle, Cen",,,"2,000","2,000",,Micro-Miniture Board to Board Connectors
//media.digikey.com/Photos/Hirose%20Elect%20Photos/W.FL-2LP-04N1-A-(500).jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,W.FL-2LP-04N1-A-(150),,85444220,"CBL ASSY W.FL PLUG-PLUG 5.906""",,"{’Style’: ’W.FL to W.FL’, ’1st Connector’: ’W.FL to W.FL’, ’2nd Connector’: ’W.FL to W.FL’, ’1st Contact Gender’: ’W.FL to W.FL’, ’2nd Contact Gender’: ’W.FL to W.FL’, ’Length’: ’W.FL to W.FL’, ’Cable Type’: ’W.FL to W.FL’, ’Overall Impedance’: ’W.FL",https://www.hirose.com/product/document?clcode=&productname=&series=W.FL&documenttype=Catalog&lang=en&documentid=D31665_en,,100,100,,
,Interconnect,Tools,"Crimpers, Applicators, Presses - Accessories","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,No,EAR99,EC1-PO,,82032000,TOOL ACCY,,"{’RoHS Status’: ’Quantity’, ’Moisture Sensitivity Level (MSL)’: ’Quantity’, ’Standard Package’: ’Quantity’, ’Other Names’: ’Quantity’}",,,1,1,,
//media.digikey.com/Renders/Hirose%20Elect%20Renders/H2BBG-10000-L8.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BBG-10104-L6,,85444220,"JUMPER-H9991TR/1853BL/H9991TR 4""",,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,10,10,,
//media.digikey.com/Renders/Hirose%20Elect%20Renders/H2BBG-10000-W6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BBG-10104-W6,,85444220,"JUMPER-H9991TR/1853WH/H9991TR 4""",,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",,,10,10,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/DF52-6S-0.8H(21).JPG,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Headers, Receptacles, Female Sockets","HIROSE ELECTRIC CO., LTD.",,Lead time ,Yes,EAR99,DF52-6S-0.8H(21),16 weeks,85367000,CONN SOCKET 6P 0.031 TIN SMD R/A,,"{’Connector Type’: ’Socket’, ’Contact Type’: ’Socket’, ’Style’: ’Socket’, ’Number of Positions’: ’Socket’, ’Number of Positions Loaded’: ’Socket’, ’Pitch - Mating’: ’Socket’, ’Number of Rows’: ’Socket’, ’Row Spacing - Mating’: ’Socket’, ’Mounting Typ",https://www.hirose.com/product/document?clcode=&productname=&series=DF52&documenttype=Catalog&lang=en&documentid=D51171_en,,1,1,,DF52 Series Wire to Board Connector
//media.digikey.com/Photos/Hirose%20Elect%20Photos/DF52-6S-0.8H(21).JPG,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Headers, Receptacles, Female Sockets","HIROSE ELECTRIC CO., LTD.",,Lead time ,Yes,EAR99,DF52-6S-0.8H(21),16 weeks,85367000,CONN SOCKET 6P 0.031 TIN SMD R/A,,"{’Connector Type’: ’Socket’, ’Contact Type’: ’Socket’, ’Style’: ’Socket’, ’Number of Positions’: ’Socket’, ’Number of Positions Loaded’: ’Socket’, ’Pitch - Mating’: ’Socket’, ’Number of Rows’: ’Socket’, ’Row Spacing - Mating’: ’Socket’, ’Mounting Typ",https://www.hirose.com/product/document?clcode=&productname=&series=DF52&documenttype=Catalog&lang=en&documentid=D51171_en,,1,1,,DF52 Series Wire to Board Connector
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF11-6DP-SP2(05).jpg,Interconnect,"Connectors, Interconnects","Shunts, Jumpers","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,DF11-6DP-SP2(05),16 weeks,85367000,CONN SHORTING JUMPER 6POS 2MM,,"{’Type’: ’Insulated’, ’Gender’: ’Insulated’, ’Number of Positions or Pins (Grid)’: ’Insulated’, ’Pitch’: ’Insulated’, ’Height’: ’Insulated’, ’Contact Finish’: ’Insulated’, ’Contact Finish Thickness’: ’Insulated’, ’Color’: ’Insulated’, ’Material Flamm",https://www.hirose.com/product/document?clcode=CL0543-0544-8-52&productname=DF11-26DP-2DS(52)&series=DF11&documenttype=Catalog&lang=en&documentid=D31688_en,,100,100,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF13C-2P-1.25V(20).JPG,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Headers, Male Pins","HIROSE ELECTRIC CO., LTD.",,Lead time ,Yes,EAR99,DF13C-2P-1.25V(21),16 weeks,85367000,CONN HEADER SMD 2POS 1.25MM,,"{’Connector Type’: ’Header’, ’Contact Type’: ’Header’, ’Pitch - Mating’: ’Header’, ’Number of Positions’: ’Header’, ’Number of Rows’: ’Header’, ’Row Spacing - Mating’: ’Header’, ’Number of Positions Loaded’: ’Header’, ’Style’: ’Header’, ’Shrouding’: ",https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,1,1,,DF13 Series
,Interconnect,"Connectors, Interconnects",Terminals - Wire to Board Connectors,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MDF12A-1822PC,,85367000,CRIMP CONTACT,,"{’Terminal Type’: ’Through Board, Locking’, ’Hole Diameter’: ’Through Board, Locking’, ’Insulation Diameter’: ’Through Board, Locking’, ’Wire Gauge’: ’Through Board, Locking’, ’Contact Material’: ’Through Board, Locking’, ’Contact Finish’: ’Through B",,,100,100,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF13C-2P-1.25V(20).JPG,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Headers, Male Pins","HIROSE ELECTRIC CO., LTD.",,Lead time ,Yes,EAR99,DF13C-2P-1.25V(21),16 weeks,85367000,CONN HEADER SMD 2POS 1.25MM,,"{’Connector Type’: ’Header’, ’Contact Type’: ’Header’, ’Pitch - Mating’: ’Header’, ’Number of Positions’: ’Header’, ’Number of Rows’: ’Header’, ’Row Spacing - Mating’: ’Header’, ’Number of Positions Loaded’: ’Header’, ’Style’: ’Header’, ’Shrouding’: ",https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,1,1,,DF13 Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/ST40X-18S-CV.jpg,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Free Hanging, Panel Mount","HIROSE ELECTRIC CO., LTD.",Tray,Lead time ,Yes,EAR99,ST40X-18S-CV(30),16 weeks,85367000,CONN PLUG 18POS SOLDER GOLD,,"{’Connector Type’: ’Plug’, ’Contact Type’: ’Plug’, ’Number of Positions’: ’Plug’, ’Pitch’: ’Plug’, ’Number of Rows’: ’Plug’, ’Row Spacing’: ’Plug’, ’Mounting Type’: ’Plug’, ’Fastening Type’: ’Plug’, ’Cable Termination’: ’Plug’, ’Wire Type’: ’Plug’, ’",https://www.hirose.com/product/document?clcode=CL0241-0021-2-30&productname=ST40-10S-CV(30)&series=ST&documenttype=Catalog&lang=en&documentid=D49740_en,,100,100,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF3-2428SCF.JPG,Interconnect,"Connectors, Interconnects",Rectangular Connectors - Contacts,"HIROSE ELECTRIC CO., LTD.",,Lead time ,Yes,EAR99,DF3-2428SCF,16 weeks,85367000,CONN SOCKET 24-28AWG CRIMP TIN,,"{’Type’: ’Stamped’, ’Pin or Socket’: ’Stamped’, ’Contact Termination’: ’Stamped’, ’Wire Gauge’: ’Stamped’, ’Contact Finish’: ’Stamped’, ’Contact Finish Thickness’: ’Stamped’, ’RoHS Status’: ’Stamped’, ’Moisture Sensitivity Level (MSL)’: ’Stamped’, ’S",,,1,1,,DF3 Series
"//media.digikey.com/Renders/Hirose%20Elect%20Renders/MDF7B,%20MDF7C%20Tin%20Straight%20Pins.jpg",Interconnect,"Connectors, Interconnects","Rectangular Connectors - Board Spacers, Stackers (Board to Board)","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MDF7C-10P-2.54DSA(55),,85367000,CONN HDR 10POS 0.1 STACK T/H TIN,,"{’Number of Positions’: ’10’, ’Pitch’: ’10’, ’Number of Rows’: ’10’, ’Row Spacing’: ’10’, ’Length - Overall Pin’: ’10’, ’Length - Post (Mating)’: ’10’, ’Length - Stack Height’: ’10’, ’Length - Tail’: ’10’, ’Mounting Type’: ’10’, ’Termination’: ’10’, ",https://www.hirose.com/product/document?clcode=&productname=&series=MDF7&documenttype=Catalog&lang=en&documentid=D49417_en,,100,100,,
,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Board Spacers, Stackers (Board to Board)","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MDF7C-11P-2.54DSA(55),,85367000,CONN HDR 11POS 0.1 STACK T/H TIN,,"{’Number of Positions’: ’11’, ’Pitch’: ’11’, ’Number of Rows’: ’11’, ’Row Spacing’: ’11’, ’Length - Overall Pin’: ’11’, ’Length - Post (Mating)’: ’11’, ’Length - Stack Height’: ’11’, ’Length - Tail’: ’11’, ’Mounting Type’: ’11’, ’Termination’: ’11’, ",https://www.hirose.com/product/document?clcode=&productname=&series=MDF7&documenttype=Catalog&lang=en&documentid=D49417_en,,100,100,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/DF23C-10DS-0.5V(51).jpg,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Arrays, Edge Type, Mezzanine (Board to Board)","HIROSE ELECTRIC CO., LTD.",,Lead time ,Yes,EAR99,DF23C-10DS-0.5V(51),16 weeks,85367000,CONN RCPT 10POS SMD GOLD,,"{’Connector Type’: ’Receptacle, Center Strip Contacts’, ’Number of Positions’: ’Receptacle, Center Strip Contacts’, ’Pitch’: ’Receptacle, Center Strip Contacts’, ’Number of Rows’: ’Receptacle, Center Strip Contacts’, ’Mounting Type’: ’Receptacle, Cen",,,1,1,,Micro-Miniture Board to Board Connectors
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF4-6P-2C.jpg,Interconnect,"Connectors, Interconnects","Rectangular Connectors - Board In, Direct Wire to Board","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,DF4-6P-2C,16 weeks,85367000,CONN HSG CRIMP 6POS,,"{’Connector Type’: ’Housing’, ’Number of Positions’: ’Housing’, ’Cable Pitch’: ’Housing’, ’Board-Side Pitch’: ’Housing’, ’Number of Rows’: ’Housing’, ’Row Spacing’: ’Housing’, ’Mounting Type’: ’Housing’, ’Cable Termination’: ’Housing’, ’Wire Gauge’: ",,,100,100,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF11-8DEP-2A.jpg,Interconnect,"Connectors, Interconnects",Rectangular Connectors - Adapters,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,DF11-8DEP-2A,16 weeks,85367000,CONN ADAPT PLUG/PLUG 8POS 2MM,,"{’Convert From (Adapter End)’: ’Plug, Male Pins’, ’Convert To (Adapter End)’: ’Plug, Male Pins’, ’Number of Positions’: ’Plug, Male Pins’, ’Pitch’: ’Plug, Male Pins’, ’Number of Rows’: ’Plug, Male Pins’, ’Row Spacing’: ’Plug, Male Pins’, ’Mounting Ty",,,100,100,,DF11 Series
,Interconnect,"Connectors, Interconnects",Backplane Connectors - Accessories,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,PS3F-PC-HOLDER,16 weeks,85367000,CONN PS3F HOLDER,,"{’Accessory Type’: ’Connector Holder’, ’For Use With/Related Products’: ’Connector Holder’, ’Specifications’: ’Connector Holder’, ’RoHS Status’: ’Connector Holder’, ’Moisture Sensitivity Level (MSL)’: ’Connector Holder’, ’Standard Package’: ’Connecto",,,64,64,,PS3 Series Connectors
//media.digikey.com/photos/Hirose%20Elect%20Photos/ZX10-B-SLDA.JPG,Interconnect,"Connectors, Interconnects","USB, DVI, HDMI Connectors - Accessories","HIROSE ELECTRIC CO., LTD.",Tape & Reel,Lead time ,,EAR99,ZX10-B-SLDA,,85367000,CONN SHD PLATE FOR MIC USB B PLG,,"{’Accessory Type’: ’Shielding Plate, Top’, ’For Use With/Related Products’: ’Shielding Plate, Top’, ’Moisture Sensitivity Level (MSL)’: ’Shielding Plate, Top’, ’Standard Package’: ’Shielding Plate, Top’, ’Other Names’: ’Shielding Plate, Top’}",,,"4,500","4,500",,
//media.digikey.com/photos/Hirose%20Elect%20Photos/DF13-3S-1.25C.jpg,Interconnect,"Connectors, Interconnects",Rectangular Connectors - Housings,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,DF13-3S-1.25C,16 weeks,85367000,CONN SOCKET HOUSING 3POS 1.25MM,,"{’Connector Type’: ’Receptacle’, ’Contact Type’: ’Receptacle’, ’Number of Positions’: ’Receptacle’, ’Pitch’: ’Receptacle’, ’Number of Rows’: ’Receptacle’, ’Row Spacing’: ’Receptacle’, ’Mounting Type’: ’Receptacle’, ’Contact Termination’: ’Receptacle’",,,100,100,,DF13 Series
//media.digikey.com/Photos/Hirose%20Elect%20Photos/DF59SN-1P-FC(21).jpg,Interconnect,"Connectors, Interconnects",Solid State Lighting Connectors,"HIROSE ELECTRIC CO., LTD.",Tape & Reel,Lead time ,Yes,EAR99,DF59SN-1P-FC(21),16 weeks,85367000,CONN SSL BRIDGE 1POS B-TO-B,,"{’Style’: ’Board to Board’, ’Connector Type’: ’Board to Board’, ’Number of Positions’: ’Board to Board’, ’Mounting Type’: ’Board to Board’, ’Termination’: ’Board to Board’, ’Pitch’: ’Board to Board’, ’Fastening Type’: ’Board to Board’, ’Features’: ’B",,,"10,000","10,000",,
