Product_photo,Group Category,product_category,product_Subcategory,Manufacturer,Packaging,Stock Status,RoHS,ECCN,Manufacturer Part No.,Lead time,HSCode,Description,Price,Technical Specification,Datasheets,Quantity Available,Qty Multiple,Qty Min,COO,Series
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10SWP03-10M(31),,85444220,FIBER OPTIC CBL 10M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10SWP03-20M(31),,85444220,FIBER OPTIC CBL 20M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10SWP03-40M(31),,85444220,FIBER OPTIC CBL 40M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10SWP03-2M(31),,85444220,FIBER OPTIC CBL 2M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
//media.digikey.com/Photos/Hirose%20Elect%20Photos/MS156LH1-HRMJ-088V300A.jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MS156LH1-HRMJ-088V300A,16 weeks,85444220,"CBL ASSY SMA-MS-156 11.811""",,"{’Style’: ’SMA to MS-156’, ’1st Connector’: ’SMA to MS-156’, ’2nd Connector’: ’SMA to MS-156’, ’1st Contact Gender’: ’SMA to MS-156’, ’2nd Contact Gender’: ’SMA to MS-156’, ’Length’: ’SMA to MS-156’, ’Cable Type’: ’SMA to MS-156’, ’Overall Impedance’",,,1,1,,
,Interconnect,Cable Assemblies,Between Series Adapter Cables,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,EAR99,WOGT17HSK(B)USBAD-0868,,85444220,CONNECTOR,,"{’Moisture Sensitivity Level (MSL)’: ’26-WOGT17HSK(B)USBAD-0868-ND’, ’Standard Package’: ’26-WOGT17HSK(B)USBAD-0868-ND’, ’Other Names’: ’26-WOGT17HSK(B)USBAD-0868-ND’}",,,1,1,,
,Interconnect,Switches,"Snap Action, Limit Switches","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,DB1C-A1AA,,85365090,SWITCH,,"{’Standard Package’: ’1’, ’Other Names’: ’1’}",https://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2012/10/Subminiature_DB_Microswitch_Datasheet_US_24_10_17.pdf,,1,1,,
,Interconnect,Cable Assemblies,Between Series Adapter Cables,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,EAR99,WOGT17HNS2(B)VSN-0755,,85444220,CONNECTOR,,"{’Moisture Sensitivity Level (MSL)’: ’26-WOGT17HNS2(B)VSN-0755-ND’, ’Standard Package’: ’26-WOGT17HNS2(B)VSN-0755-ND’, ’Other Names’: ’26-WOGT17HNS2(B)VSN-0755-ND’}",,,1,1,,
,Interconnect,Cable Assemblies,Between Series Adapter Cables,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,EAR99,WAWGT17HNS(A)USBAJ-0655,,85444220,CONNECTOR,,"{’Moisture Sensitivity Level (MSL)’: ’26-WAWGT17HNS(A)USBAJ-0655-ND’, ’Standard Package’: ’26-WAWGT17HNS(A)USBAJ-0655-ND’, ’Other Names’: ’26-WAWGT17HNS(A)USBAJ-0655-ND’}",,,1,1,,
,Interconnect,Cable Assemblies,Between Series Adapter Cables,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,EAR99,WOGT17HSKUSBAD-0866,,85444220,CONNECTOR,,"{’Moisture Sensitivity Level (MSL)’: ’26-WOGT17HSKUSBAD-0866-ND’, ’Standard Package’: ’26-WOGT17HSKUSBAD-0866-ND’, ’Other Names’: ’26-WOGT17HSKUSBAD-0866-ND’}",,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H3BXT-10102-L6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BXT-10104-L8,,85444220,"JUMPER-H9992TR/1852BL/X 4""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",,,10,10,,DF13 Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-R6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BXT-10104-R8,,85444220,"JUMPER-H9992TR/1852RD/X 4""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,10,10,,DF13 Series
//media.digikey.com/Renders/Hirose%20Elect%20Renders/H2BBG-10000-W6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BBT-10102-W8,,85444220,"JUMPER-H9992TR/1852WH/H9992TR 2""",,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,10,10,,DF13 Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H2BXT-10102-B4,,85444220,"JUMPER-H1500TR/A2015B/X 2""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",,,10,10,,
,Interconnect,Switches,Pushbutton Switches,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,HS11-0010,,85365090,SWITCH,,"{’Standard Package’: ’1’, ’Other Names’: ’1’}",,,1,1,,
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM3P-44P01-OK4W1300,,85444220,CABLE MOD 4P4C PLUG-PLUG 4.27’,,"{’Cable Type’: ’-’, ’Connector Type’: ’-’, ’Mounting Type’: ’-’, ’Number of Positions/Contacts’: ’-’, ’Length’: ’-’, ’Shielding’: ’-’, ’Color’: ’-’, ’Features’: ’-’, ’Style’: ’-’, ’Moisture Sensitivity Level (MSL)’: ’-’, ’Standard Package’: ’-’}",,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-B4.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BBT-10102-B8,,85444220,"JUMPER-H9992TR/1852BK/H9992TR 2""",,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",,,10,10,,DF13 Series
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM3P-6444PP-OK4W1000,,85444220,CABLE MOD 6P4C PLUG-PLUG 3.28’,,"{’Cable Type’: ’-’, ’Connector Type’: ’-’, ’Mounting Type’: ’-’, ’Number of Positions/Contacts’: ’-’, ’Length’: ’-’, ’Shielding’: ’-’, ’Color’: ’-’, ’Features’: ’-’, ’Style’: ’-’, ’Moisture Sensitivity Level (MSL)’: ’-’, ’Standard Package’: ’-’}",,,1,1,,
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM3P-62PP-KK2I3000A,,85444220,CABLE MOD 6P4C PLUG-PLUG 9.84’,,"{’Cable Type’: ’-’, ’Connector Type’: ’-’, ’Mounting Type’: ’-’, ’Number of Positions/Contacts’: ’-’, ’Length’: ’-’, ’Shielding’: ’-’, ’Color’: ’-’, ’Features’: ’-’, ’Style’: ’-’, ’Moisture Sensitivity Level (MSL)’: ’-’, ’Standard Package’: ’-’}",,,1,1,,
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM3P-6444PP-OK4W2000,,85444220,CABLE MOD 6P4C PLUG-PLUG 6.56’,,"{’Cable Type’: ’-’, ’Connector Type’: ’-’, ’Mounting Type’: ’-’, ’Number of Positions/Contacts’: ’-’, ’Length’: ’-’, ’Shielding’: ’-’, ’Color’: ’-’, ’Features’: ’-’, ’Style’: ’-’, ’Moisture Sensitivity Level (MSL)’: ’-’, ’Standard Package’: ’-’}",,,1,1,,
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM2RCV-M88-TSDP1500,,85444220,CABLE MOD 8P8C JACK-CABLE 4.92’,,"{’Cable Type’: ’Flat, Straight Cable’, ’Connector Type’: ’Flat, Straight Cable’, ’Mounting Type’: ’Flat, Straight Cable’, ’Number of Positions/Contacts’: ’Flat, Straight Cable’, ’Length’: ’Flat, Straight Cable’, ’Shielding’: ’Flat, Straight Cable’, ’",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10SWP10-3M(31),,85444220,FIBER OPTIC CBL 3M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10S-WP11C50-0200(31),,85444220,CONNECTOR,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
,Interconnect,Cable Assemblies,Fiber Optic Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,MF10SWP10-SC-5M(31),,85444220,FIBER OPTIC CBL 5M,,"{’1st Connector’: ’-’, ’2nd Connector’: ’-’, ’Cable Diameter’: ’-’, ’Cable Type’: ’-’, ’Features’: ’-’, ’Fiber Type’: ’-’, ’Length - Overall’: ’-’, ’Type’: ’-’, ’Ratings’: ’-’, ’Bend Radius’: ’-’, ’Color - Cable’: ’-’, ’Color - Connectors’: ’-’, ’Ins",,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/WFL2-2LPHF6-04N1TV-A-200.jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,WFL2-2LPHF6-04N1TV-A-50,16 weeks,85444220,"CBL ASSY W.FL2 PLUG-PLUG 1.969""",,"{’Style’: ’W.FL2 to W.FL2’, ’1st Connector’: ’W.FL2 to W.FL2’, ’2nd Connector’: ’W.FL2 to W.FL2’, ’1st Contact Gender’: ’W.FL2 to W.FL2’, ’2nd Contact Gender’: ’W.FL2 to W.FL2’, ’Length’: ’W.FL2 to W.FL2’, ’Cable Type’: ’W.FL2 to W.FL2’, ’Overall Imp",,,100,100,,
//media.digikey.com/Photos/Hirose Elect Photos/WFL-2LPHF6-04N1TV-A.jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,WFL-2LPHF6-04N1TV-A-35,16 weeks,85444220,"CBL ASY W.FL2-CBL PLG-CBL 1.378""",,"{’Style’: ’W.FL to W.FL’, ’1st Connector’: ’W.FL to W.FL’, ’2nd Connector’: ’W.FL to W.FL’, ’1st Contact Gender’: ’W.FL to W.FL’, ’2nd Contact Gender’: ’W.FL to W.FL’, ’Length’: ’W.FL to W.FL’, ’Cable Type’: ’W.FL to W.FL’, ’Cable Impedance’: ’W.FL t",,,100,100,,
//media.digikey.com/Photos/Hirose Elect Photos/WFL-2LPHF6-04N1TV-A.jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,WFL-2LPHF6-04N1TV-A-150,16 weeks,85444220,"CBL ASY W.FL2-CBL PLG-CBL 5.906""",,"{’Style’: ’W.FL to W.FL’, ’1st Connector’: ’W.FL to W.FL’, ’2nd Connector’: ’W.FL to W.FL’, ’1st Contact Gender’: ’W.FL to W.FL’, ’2nd Contact Gender’: ’W.FL to W.FL’, ’Length’: ’W.FL to W.FL’, ’Cable Type’: ’W.FL to W.FL’, ’Cable Impedance’: ’W.FL t",,,100,100,,
,Interconnect,Switches,"Snap Action, Limit Switches","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,DB3C-ANAC,,85365090,SWITCH,,"{’Standard Package’: ’1’, ’Other Names’: ’1’}",,,1,1,,
,Interconnect,Switches,"Snap Action, Limit Switches","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,DB3C-A1AA,,85365090,SWITCH,,"{’Standard Package’: ’1’, ’Other Names’: ’1’}",,,1,1,,
,Interconnect,Cable Assemblies,Between Series Adapter Cables,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,EAR99,WAWGT17HNFS2(B)(B)-0870,,85444220,CONNECTOR,,"{’Moisture Sensitivity Level (MSL)’: ’26-WAWGT17HNFS2(B)(B)-0870-ND’, ’Standard Package’: ’26-WAWGT17HNFS2(B)(B)-0870-ND’, ’Other Names’: ’26-WAWGT17HNFS2(B)(B)-0870-ND’}",,,1,1,,
,Interconnect,Cable Assemblies,Between Series Adapter Cables,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,EAR99,WOGT17HSMQS-0572,,85444220,CONNECTOR,,"{’Moisture Sensitivity Level (MSL)’: ’26-WOGT17HSMQS-0572-ND’, ’Standard Package’: ’26-WOGT17HSMQS-0572-ND’, ’Other Names’: ’26-WOGT17HSMQS-0572-ND’}",,,1,1,,
,Interconnect,Switches,"Snap Action, Limit Switches","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,DB3C-ANAP,,85365090,SWITCH,,"{’Standard Package’: ’1’, ’Other Names’: ’1’}",,,1,1,,
,Interconnect,Cable Assemblies,Between Series Adapter Cables,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,,EAR99,WOGT17HNS2(C)VS-0754,,85444220,CONNECTOR,,"{’Moisture Sensitivity Level (MSL)’: ’26-WOGT17HNS2(C)VS-0754-ND’, ’Standard Package’: ’26-WOGT17HNS2(C)VS-0754-ND’, ’Other Names’: ’26-WOGT17HNS2(C)VS-0754-ND’}",,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H2BXT-10102-B8,,85444220,"JUMPER-H1500TR/A3048B/X 2""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",,,10,10,,
,Interconnect,Switches,Pushbutton Switches,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,HS12-0010,,85365090,SWITCH,,"{’Standard Package’: ’1’, ’Other Names’: ’1’}",,,1,1,,
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-R4.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BBT-10102-R8,,85444220,"JUMPER-H9992TR/1852RD/H9992TR 2""",,"{’Contact End’: ’Socket to Socket’, ’Length’: ’Socket to Socket’, ’Wire Gauge’: ’Socket to Socket’, ’Contact Finish’: ’Socket to Socket’, ’Color’: ’Socket to Socket’, ’Contact Finish Thickness’: ’Socket to Socket’, ’Number of Rows’: ’Socket to Socket",https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,10,10,,DF13 Series
//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,Interconnect,Cable Assemblies,"Jumper Wires, Pre-Crimped Leads","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,Yes,EAR99,H4BXG-10102-B8,,85444220,"JUMPER-H9991TR/1852BK/X 2""",,"{’Contact End’: ’Socket to Cable (Round)’, ’Length’: ’Socket to Cable (Round)’, ’Wire Gauge’: ’Socket to Cable (Round)’, ’Contact Finish’: ’Socket to Cable (Round)’, ’Color’: ’Socket to Cable (Round)’, ’Contact Finish Thickness’: ’Socket to Cable (Ro",,,10,10,,DF13 Series
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM3P-6444PP-OK4W500,,85444220,CABLE MOD 6P4C PLUG-PLUG 1.64’,,"{’Cable Type’: ’-’, ’Connector Type’: ’-’, ’Mounting Type’: ’-’, ’Number of Positions/Contacts’: ’-’, ’Length’: ’-’, ’Shielding’: ’-’, ’Color’: ’-’, ’Features’: ’-’, ’Style’: ’-’, ’Moisture Sensitivity Level (MSL)’: ’-’, ’Standard Package’: ’-’}",,,1,1,,
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM3P-64PP-OK4B5027U,,85444220,CABLE MOD 6P4C PLUG-PLUG 16.49’,,"{’Cable Type’: ’-’, ’Connector Type’: ’-’, ’Mounting Type’: ’-’, ’Number of Positions/Contacts’: ’-’, ’Length’: ’-’, ’Shielding’: ’-’, ’Color’: ’-’, ’Features’: ’-’, ’Style’: ’-’, ’Moisture Sensitivity Level (MSL)’: ’-’, ’Standard Package’: ’-’}",,,1,1,,
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM3P-64PP-OK4B1027UA,,85444220,CABLE MOD 6P4C PLUG-PLUG 3.37’,,"{’Cable Type’: ’-’, ’Connector Type’: ’-’, ’Mounting Type’: ’-’, ’Number of Positions/Contacts’: ’-’, ’Length’: ’-’, ’Shielding’: ’-’, ’Color’: ’-’, ’Features’: ’-’, ’Style’: ’-’, ’Moisture Sensitivity Level (MSL)’: ’-’, ’Standard Package’: ’-’}",,,1,1,,
,Interconnect,Cable Assemblies,Modular Cables,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,TM3P-64PP-OK4W1500,,85444220,CABLE MOD 6P4C PLUG-PLUG 4.92’,,"{’Cable Type’: ’-’, ’Connector Type’: ’-’, ’Mounting Type’: ’-’, ’Number of Positions/Contacts’: ’-’, ’Length’: ’-’, ’Shielding’: ’-’, ’Color’: ’-’, ’Features’: ’-’, ’Style’: ’-’, ’Moisture Sensitivity Level (MSL)’: ’-’, ’Standard Package’: ’-’}",,,1,1,,
,Interconnect,Cable Assemblies,Circular Cable Assemblies,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,HR12A-14LA20PSD1400,,85444220,CBL MALE RA TO MALE RA 20P 4.59’,,"{’1st Connector Type’: ’Receptacle, Right Angle’, ’1st Connector Gender’: ’Receptacle, Right Angle’, ’1st Connector Number of Positions’: ’Receptacle, Right Angle’, ’1st Connector Number of Positions Loaded’: ’Receptacle, Right Angle’, ’1st Connector",,,1,1,,
,Interconnect,Cable Assemblies,Circular Cable Assemblies,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time ,,EAR99,HR212-10LA8PCAC300A(71),,85444220,CBL MALE RA TO WIRE LD 8P 0.98’,,"{’1st Connector Type’: ’Receptacle, Right Angle’, ’1st Connector Gender’: ’Receptacle, Right Angle’, ’1st Connector Number of Positions’: ’Receptacle, Right Angle’, ’1st Connector Number of Positions Loaded’: ’Receptacle, Right Angle’, ’1st Connector",,,100,100,,
//media.digikey.com/Photos/Hirose Elect Photos/WFL2-2LPHF6-04N2TV-A.jpg,Interconnect,Cable Assemblies,Coaxial Cables (RF),"HIROSE ELECTRIC CO., LTD.",Bag,Lead time ,Yes,EAR99,WFL2-2LPHF6-04N2TV-A-150,16 weeks,85444220,"CBL ASSY W.FL2 PLUG-PLUG 5.906""",,"{’Style’: ’W.FL2 to W.FL2’, ’1st Connector’: ’W.FL2 to W.FL2’, ’2nd Connector’: ’W.FL2 to W.FL2’, ’1st Contact Gender’: ’W.FL2 to W.FL2’, ’2nd Contact Gender’: ’W.FL2 to W.FL2’, ’Length’: ’W.FL2 to W.FL2’, ’Cable Type’: ’W.FL2 to W.FL2’, ’Overall Imp",,,100,100,,
